id,year,make,model,car_name,weight,weight_distribution,drive_type,pi_class,default_pi,horsepower,torque,displacement,gear_count,front_tire_width,rear_tire_width,rarity,value,boost,stats
james-bond-edition-aston-martin-db10-2015,2015,James Bond Edition,Aston Martin DB10 ,2015 James Bond Edition Aston Martin DB10 ,3400,51,RWD,S1,814,500,412,4735,,,305,Epic,220000,,"{""speed"":7.7,""handling"":7.4,""acceleration"":6.9,""launch"":8.5,""braking"":8,""offroad"":""""}"
james-bond-edition-bmw-z8-1999,1999,James Bond Edition,BMW Z8 ,1999 James Bond Edition BMW Z8 ,3494,51,RWD,A,720,394,369,4941,,,275,Rare,150000,,"{""speed"":6.9,""handling"":6.3,""acceleration"":6.3,""launch"":8,""braking"":5.7,""offroad"":""""}"
james-bond-edition-aston-martin-v8-1986,1986,James Bond Edition,Aston Martin V8 ,1986 James Bond Edition Aston Martin V8 ,4008,51,RWD,B,620,432,395,5340,,,255,Epic,200000,,"{""speed"":6.9,""handling"":5.3,""acceleration"":5.7,""launch"":6.8,""braking"":4.9,""offroad"":""""}"
james-bond-edition-citroen-2cv6-1981,1981,James Bond Edition,Citroen 2CV6 ,1981 James Bond Edition Citroen 2CV6 ,1730,60,FWD,D,100,60,72,1299,,,125,Rare,80000,,"{""speed"":4.1,""handling"":3.9,""acceleration"":4.1,""launch"":4.8,""braking"":3.8,""offroad"":""""}"
james-bond-edition-lotus-esprit-s1-1977,1977,James Bond Edition,Lotus Esprit S1 ,1977 James Bond Edition Lotus Esprit S1 ,2101,44,RWD,C,541,160,140,1973,,,205,Legendary,550000,,"{""speed"":5.7,""handling"":5.6,""acceleration"":5.6,""launch"":6.8,""braking"":5.1,""offroad"":""""}"
james-bond-edition-amc-hornet-x-hatchback-1974,1974,James Bond Edition,AMC Hornet X Hatchback,1974 James Bond Edition AMC Hornet X Hatchback,3100,55,RWD,D,414,175,285,5900,,,180,Common,35000,,"{""speed"":5.7,""handling"":4.3,""acceleration"":5.1,""launch"":6.4,""braking"":4.2,""offroad"":""""}"
james-bond-edition-aston-martin-dbs-1969,1969,James Bond Edition,Aston Martin DBS ,1969 James Bond Edition Aston Martin DBS ,3501,50,RWD,B,612,325,290,3995,,,205,Legendary,650000,,"{""speed"":7,""handling"":5,""acceleration"":5.8,""launch"":7.4,""braking"":5,""offroad"":""""}"
james-bond-edition-aston-martin-db5-1964,1964,James Bond Edition,Aston Martin DB5 ,1964 James Bond Edition Aston Martin DB5 ,3230,51,RWD,B,618,325,288,3995,,,210,Legendary,650000,,"{""speed"":6.3,""handling"":5,""acceleration"":5.7,""launch"":7.2,""braking"":4.7,""offroad"":""""}"
jeep-gladiator-rubicon-2020,2020,Jeep,Gladiator Rubicon,2020 Jeep Gladiator Rubicon,5073,53,AWD,D,456,285,260,3604,,,285,Common,45000,,"{""speed"":4.8,""handling"":3,""acceleration"":3.6,""launch"":3.2,""braking"":2.5,""offroad"":8.4}"
jeep-grand-cherokee-trackhawk-2018,2018,Jeep,Grand Cherokee Trackhawk,2018 Jeep Grand Cherokee Trackhawk,5350,57,AWD,A,749,707,645,6116,,,295,Common,73000,,"{""speed"":6.9,""handling"":5.1,""acceleration"":8.5,""launch"":7.8,""braking"":4.9,""offroad"":5.6}"
jeep-trailcat-2016,2016,Jeep,Trailcat,2016 Jeep Trailcat,4600,55,AWD,A,744,707,650,6166,,,325,Rare,75000,,"{""speed"":6.2,""handling"":3.9,""acceleration"":5.5,""launch"":4.1,""braking"":4,""offroad"":10}"
jeep-grand-cherokee-srt-2014,2014,Jeep,Grand Cherokee SRT,2014 Jeep Grand Cherokee SRT,5150,54,AWD,B,680,470,465,6417,,,295,Common,80000,,"{""speed"":6,""handling"":4.1,""acceleration"":6,""launch"":5.8,""braking"":4,""offroad"":6.7}"
jeep-wrangler-unlimited-f-f-edition-2013,2013,Jeep,Wrangler Unlimited F&F Edition,2013 Jeep Wrangler Unlimited F&F Edition,4630,50,AWD,A,800,570,837,2776,,,,,,,"{""speed"":5.7,""handling"":7.2,""acceleration"":8.1,""launch"":"""",""braking"":"""",""offroad"":""""}"
jeep-grand-cherokee-srt8-2012,2012,Jeep,Grand Cherokee SRT8,2012 Jeep Grand Cherokee SRT8,5265,,AWD,C,390,465,465,6400,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
jeep-wrangler-rubicon-2012,2012,Jeep,Wrangler Rubicon,2012 Jeep Wrangler Rubicon,4132,50,AWD,D,463,285,260,3604,,,255,Common,50000,,"{""speed"":4.6,""handling"":3.1,""acceleration"":4,""launch"":3.2,""braking"":2.4,""offroad"":8}"
jeep-wrangler-rubicon-traffic-2012,2012,Jeep,Wrangler Rubicon Traffic,2012 Jeep Wrangler Rubicon Traffic,,,,,,,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
jeep-grand-cherokee-srt8-2009,2009,Jeep,Grand Cherokee SRT8,2009 Jeep Grand Cherokee SRT8,4363,53,AWD,C,418,493,494,,,,285,,,,"{""speed"":6.2,""handling"":3.9,""acceleration"":7,""launch"":"""",""braking"":4.1,""offroad"":""""}"
jeep-grand-wagoneer-1991,1991,Jeep,Grand Wagoneer,1991 Jeep Grand Wagoneer,4499,55,AWD,E,220,144,280,5899,,,,,,,"{""speed"":3.9,""handling"":3.7,""acceleration"":4.6,""launch"":4.6,""braking"":3.6,""offroad"":""""}"
jeep-cj5-renegade-1976,1976,Jeep,CJ5 Renegade,1976 Jeep CJ5 Renegade,2271,53,AWD,D,431,151,245,4981,,,205,Common,60000,,"{""speed"":3.7,""handling"":3,""acceleration"":4.3,""launch"":5.3,""braking"":2.6,""offroad"":7.6}"
jeep-cj5-renegade-welcome-pack-1976,1976,Jeep,"CJ5 Renegade ""Welcome Pack""","1976 Jeep CJ5 Renegade ""Welcome Pack""",2271,53,AWD,B,700,322,324,4981,,,235,Legendary,60000,,"{""speed"":5.6,""handling"":6.1,""acceleration"":7.7,""launch"":9,""braking"":5.6,""offroad"":""""}"
jimco-179-hammerhead-class-1-2020,2020,Jimco,#179 Hammerhead Class 1,2020 Jimco #179 Hammerhead Class 1,3968,42,RWD,A,763,850,800,7819,,,325,Rare,150000,,"{""speed"":5.7,""handling"":2.4,""acceleration"":6.3,""launch"":6.3,""braking"":4.5,""offroad"":8.8}"
jimco-240-fastball-racing-spec-trophy-truck-2019,2019,Jimco,#240 Fastball Racing Spec Trophy Truck,2019 Jimco #240 Fastball Racing Spec Trophy Truck,5100,47,RWD,B,623,495,450,6162,,,325,Epic,350000,,"{""speed"":4.5,""handling"":2.9,""acceleration"":3.8,""launch"":2.9,""braking"":5.2,""offroad"":9.4}"
joss-jt1-2010,2010,Joss,JT1,2010 Joss JT1,2072,,RWD,R3,718,500,442,6800,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
kia-ev6-gt-2023,2023,KIA,EV6 GT,2023 KIA EV6 GT,4795,49,AWD,A,719,577,545,0,,2554021,2554021,Rare,250000,,"{""speed"":5.7,""handling"":4.3,""acceleration"":4.6,""launch"":4.7,""braking"":3.6,""offroad"":6.1}"
kia-stinger-2018,2018,Kia,Stinger,2018 Kia Stinger,3750,53,RWD,A,715,365,376,3342,,,255,Common,46000,,"{""speed"":7.3,""handling"":6,""acceleration"":6.2,""launch"":7.8,""braking"":5.9,""offroad"":""""}"
kia-cee-d-2011,2011,Kia,cee'd,2011 Kia cee'd,2784,63,FWD,D,270,123,114,1600,,,,,,,"{""speed"":4.4,""handling"":4.3,""acceleration"":4.9,""launch"":4.8,""braking"":4.1,""offroad"":""""}"
kia-forte-koup-sx-2010,2010,Kia,Forte Koup SX,2010 Kia Forte Koup SX,2933,,FWD,D,284,173,168,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
koenigsegg-jesko-2020,2020,Koenigsegg,Jesko,2020 Koenigsegg Jesko,3131,45,RWD,S2,971,1280,883,5065,,,325,Legendary,2800000,,"{""speed"":10,""handling"":10,""acceleration"":6.9,""launch"":7.4,""braking"":9,""offroad"":4.4}"
koenigsegg-agera-rs-2017,2017,Koenigsegg,Agera RS,2017 Koenigsegg Agera RS,3075,44,RWD,S2,980,1341,1010,5065,,,345,Legendary,2000000,,"{""speed"":10,""handling"":9.7,""acceleration"":7,""launch"":7.6,""braking"":9.7,""offroad"":4.3}"
koenigsegg-regera-2016,2016,Koenigsegg,Regera,2016 Koenigsegg Regera,3589,45,RWD,S2,966,1500,1474,5000,,,345,Legendary,1900000,,"{""speed"":9.1,""handling"":7.9,""acceleration"":5.8,""launch"":6.2,""braking"":9.2,""offroad"":4.2}"
koenigsegg-one-1-2015,2015,Koenigsegg,One:1,2015 Koenigsegg One:1,2998,44,RWD,S2,983,1341,1010,5065,,,345,Legendary,2800000,,"{""speed"":10,""handling"":9.5,""acceleration"":7,""launch"":7.5,""braking"":10,""offroad"":4.3}"
koenigsegg-agera-2011,2011,Koenigsegg,Agera,2011 Koenigsegg Agera,3164,45,RWD,S1,894,946,811,5032,,,345,Legendary,1500000,,"{""speed"":9.7,""handling"":7.5,""acceleration"":6.1,""launch"":6.5,""braking"":7.7,""offroad"":4.5}"
koenigsegg-ccx-r-edition-2009,2009,Koenigsegg,CCX-R Edition,2009 Koenigsegg CCX-R Edition,3148,,RWD,R2,851,1018,796,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
koenigsegg-ccgt-2008,2008,Koenigsegg,CCGT,2008 Koenigsegg CCGT,2425,50,RWD,S2,965,610,442,4700,,,310,Legendary,1000000,,"{""speed"":7.8,""handling"":10,""acceleration"":6.8,""launch"":7.1,""braking"":10,""offroad"":3.9}"
koenigsegg-ccx-2006,2006,Koenigsegg,CCX,2006 Koenigsegg CCX,2937,45,RWD,S1,870,806,678,4712,,2553519,3353020,Legendary,600000,,"{""speed"":8.8,""handling"":6.9,""acceleration"":6.1,""launch"":6.5,""braking"":7.6,""offroad"":4.9}"
koenigsegg-cc8s-2002,2002,Koenigsegg,CC8S,2002 Koenigsegg CC8S,2811,45,RWD,S1,846,564,469,4700,,,335,Epic,400000,,"{""speed"":8.7,""handling"":7.6,""acceleration"":6.1,""launch"":3.8,""braking"":6.4,""offroad"":4.7}"
ktm-x-bow-gt2-2020,2020,KTM,X-Bow GT2,2020 KTM X-Bow GT2,2509,44,RWD,S2,931,600,531,2480,,3003518,3104018,Epic,500000,,"{""speed"":6.7,""handling"":8.9,""acceleration"":5.5,""launch"":1.8,""braking"":10,""offroad"":5.2}"
ktm-x-bow-gt4-2018,2018,KTM,X-Bow GT4,2018 KTM X-Bow GT4,2352,45,RWD,S1,845,326,295,1984,,,300,Epic,400000,,"{""speed"":5.4,""handling"":9.2,""acceleration"":5.4,""launch"":2.8,""braking"":10,""offroad"":4.4}"
ktm-x-bow-r-2013,2013,KTM,X-Bow R,2013 KTM X-Bow R,1786,40,RWD,S1,802,295,295,1984,,,255,Rare,105000,,"{""speed"":5.2,""handling"":8,""acceleration"":6.8,""launch"":7.4,""braking"":7.8,""offroad"":3.9}"
lamborghini-revuelto-2024,2024,Lamborghini,Revuelto,2024 Lamborghini Revuelto,4047,44,AWD,S2,902,1001,739,6499,,,,Legendary,250000,,"{""speed"":8.6,""handling"":7.5,""acceleration"":9.9,""launch"":10,""braking"":7.9,""offroad"":5}"
lamborghini-hurac-n-sterrato-2023,2023,Lamborghini,Huracán Sterrato,2023 Lamborghini Huracán Sterrato,3593,43,AWD,S1,836,602,413,5204,,,,Legendary,250000,,"{""speed"":7.6,""handling"":5.7,""acceleration"":9.1,""launch"":7.5,""braking"":6.2,""offroad"":7.9}"
lamborghini-hurac-n-tecnica-2023,2023,Lamborghini,Huracán Tecnica,2023 Lamborghini Huracán Tecnica,3401,41,RWD,S1,850,630,416,5204,,,305,Legendary,250000,,"{""speed"":7.3,""handling"":6.9,""acceleration"":6.9,""launch"":7.2,""braking"":7.6,""offroad"":4.8}"
lamborghini-aventador-lp-780-4-ultimae-2021,2021,Lamborghini,Aventador LP 780-4 Ultimae,2021 Lamborghini Aventador LP 780-4 Ultimae,3858,43,AWD,S1,878,770,531,6498,,2553020,3552521,Legendary,250000,,"{""speed"":7.3,""handling"":7.2,""acceleration"":9.9,""launch"":9.5,""braking"":8,""offroad"":5.1}"
lamborghini-countach-lpi-800-4-2021,2021,Lamborghini,Countach LPI 800-4,2021 Lamborghini Countach LPI 800-4,4116,43,AWD,S1,865,808,556,6498,,2553020,3552521,Legendary,2750000,,"{""speed"":7.8,""handling"":7.1,""acceleration"":9.1,""launch"":8.4,""braking"":7.5,""offroad"":5.2}"
lamborghini-essenza-scv12-2020,2020,Lamborghini,Essenza SCV12,2020 Lamborghini Essenza SCV12,3190,41,RWD,S2,967,818,590,6498,,,355,Legendary,5000000,,"{""speed"":7.7,""handling"":9.7,""acceleration"":6.4,""launch"":6.7,""braking"":10,""offroad"":5.1}"
lamborghini-hurac-n-evo-2020,2020,Lamborghini,Huracán EVO,2020 Lamborghini Huracán EVO,3422,42,AWD,S1,851,630,442,5204,,,305,Rare,340000,,"{""speed"":7.3,""handling"":7.7,""acceleration"":9.3,""launch"":10,""braking"":7.4,""offroad"":4.6}"
lamborghini-hurac-n-sto-2020,2020,Lamborghini,Huracán STO,2020 Lamborghini Huracán STO,3239,41,RWD,S1,883,630,416,5204,,,305,Legendary,450000,,"{""speed"":7.2,""handling"":7.9,""acceleration"":7.1,""launch"":7.8,""braking"":8.7,""offroad"":5}"
lamborghini-sc20-2020,2020,Lamborghini,SC20,2020 Lamborghini SC20,3638,42,AWD,S1,884,759,531,6498,,,355,Legendary,2500000,,"{""speed"":7.5,""handling"":7.6,""acceleration"":9.8,""launch"":9.1,""braking"":8.2,""offroad"":5.3}"
lamborghini-si-n-roadster-2020,2020,Lamborghini,Sián Roadster,2020 Lamborghini Sián Roadster,3827,43,AWD,S1,881,808,556,6498,,,355,Legendary,3500000,,"{""speed"":8.8,""handling"":8.1,""acceleration"":8.3,""launch"":8.1,""braking"":8.1,""offroad"":4.6}"
lamborghini-si-n-fkp-37-2019,2019,Lamborghini,Sián FKP 37,2019 Lamborghini Sián FKP 37,,,,,,,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
lamborghini-urus-2019,2019,Lamborghini,Urus,2019 Lamborghini Urus,4850,52,AWD,A,767,641,626,3996,,,325,Rare,150000,,"{""speed"":7.1,""handling"":5.6,""acceleration"":6.1,""launch"":5.1,""braking"":6.2,""offroad"":6.1}"
lamborghini-63-squadra-corse-hurac-n-super-trofeo-evo-2018,2018,Lamborghini,#63 Squadra Corse Huracán Super Trofeo Evo,2018 Lamborghini #63 Squadra Corse Huracán Super Trofeo Evo,2995,42,RWD,S2,906,612,420,5204,,,310,Legendary,400000,,"{""speed"":6.7,""handling"":8.8,""acceleration"":7,""launch"":6.7,""braking"":9.5,""offroad"":4.7}"
lamborghini-aventador-svj-2018,2018,Lamborghini,Aventador SVJ,2018 Lamborghini Aventador SVJ,3607,43,AWD,S1,889,759,531,6498,,,355,Legendary,500000,,"{""speed"":8,""handling"":8.6,""acceleration"":8.3,""launch"":7.6,""braking"":8.2,""offroad"":4.7}"
lamborghini-hurac-n-performante-2018,2018,Lamborghini,Huracán Performante,2018 Lamborghini Huracán Performante,3047,43,AWD,S1,874,630,442,5204,,,305,Epic,275000,,"{""speed"":7.6,""handling"":8.2,""acceleration"":9.8,""launch"":10,""braking"":7.9,""offroad"":4.7}"
lamborghini-aventador-superveloce-2016,2016,Lamborghini,Aventador Superveloce,2016 Lamborghini Aventador Superveloce,3868,43,AWD,S1,872,740,508,6498,,,355,Epic,480000,,"{""speed"":8.5,""handling"":7.9,""acceleration"":8.7,""launch"":8,""braking"":8.1,""offroad"":5}"
lamborghini-centenario-lp-770-4-2016,2016,Lamborghini,Centenario LP 770-4,2016 Lamborghini Centenario LP 770-4,3527,43,AWD,S1,884,759,508,6498,,,355,Legendary,2300000,,"{""speed"":8.3,""handling"":8.7,""acceleration"":8.7,""launch"":8,""braking"":8.9,""offroad"":4.6}"
lamborghini-63-squadra-corse-huracan-lp620-2-super-trofeo-2015,2015,Lamborghini,#63 Squadra Corse Huracan LP620-2 Super Trofeo,2015 Lamborghini #63 Squadra Corse Huracan LP620-2 Super Trofeo,2933,42,RWD,R,833,612,420,5200,,,315,,,,"{""speed"":7.2,""handling"":6.9,""acceleration"":9,""launch"":9.1,""braking"":6.9,""offroad"":""""}"
lamborghini-14-gmg-racing-lp-570-4-super-trofeo-2014,2014,Lamborghini,#14 GMG Racing LP 570-4 Super Trofeo,2014 Lamborghini #14 GMG Racing LP 570-4 Super Trofeo,3086,43,AWD,R,816,562,398,,,,305,,,,"{""speed"":7,""handling"":6.8,""acceleration"":8.7,""launch"":"""",""braking"":6.6,""offroad"":""""}"
lamborghini-18-dragonspeed-gallardo-lp-570-4-super-trofeo-2014,2014,Lamborghini,#18 DragonSpeed Gallardo LP 570-4 Super Trofeo,2014 Lamborghini #18 DragonSpeed Gallardo LP 570-4 Super Trofeo,3086,43,AWD,R,816,562,398,,,,305,,,,"{""speed"":7,""handling"":6.8,""acceleration"":8.7,""launch"":"""",""braking"":6.6,""offroad"":""""}"
lamborghini-hurac-n-lp-610-4-2014,2014,Lamborghini,Huracán LP 610-4,2014 Lamborghini Huracán LP 610-4,3135,43,AWD,S1,838,602,413,5204,,,305,Epic,240000,,"{""speed"":7.8,""handling"":7.1,""acceleration"":7.8,""launch"":7.4,""braking"":7.1,""offroad"":5}"
lamborghini-huracan-lp-610-4-horizon-edition-2014,2014,Lamborghini,Huracan LP 610-4 Horizon Edition,2014 Lamborghini Huracan LP 610-4 Horizon Edition,3135,43,AWD,S1,891,602,413,5204,,,1,,,,"{""speed"":8,""handling"":7.7,""acceleration"":9,""launch"":10,""braking"":9.4,""offroad"":""""}"
lamborghini-team-forza-huracan-lp-610-4-2014,2014,Lamborghini,Team Forza Huracan LP 610-4,2014 Lamborghini Team Forza Huracan LP 610-4,3135,43,AWD,,,621,425,,,,,,,,"{""speed"":7.5,""handling"":6.1,""acceleration"":8.9,""launch"":"""",""braking"":6.1,""offroad"":""""}"
lamborghini-urus-concept-2014,2014,Lamborghini,Urus concept,2014 Lamborghini Urus concept,4400,52,AWD,A,774,552,553,3993,,,305,Legendary,230000,,"{""speed"":7.4,""handling"":6.5,""acceleration"":7,""launch"":8.7,""braking"":7.1,""offroad"":""""}"
lamborghini-veneno-2013,2013,Lamborghini,Veneno,2013 Lamborghini Veneno,3218,43,AWD,S2,910,740,508,6498,,,355,Legendary,3000000,,"{""speed"":8.2,""handling"":9.4,""acceleration"":8.8,""launch"":8.1,""braking"":9.7,""offroad"":4.6}"
lamborghini-aventador-j-2012,2012,Lamborghini,Aventador J,2012 Lamborghini Aventador J,3472,43,AWD,S1,839,700,509,6498,,,355,Epic,2700000,,"{""speed"":7.9,""handling"":7.1,""acceleration"":7.7,""launch"":7,""braking"":7.1,""offroad"":5.1}"
lamborghini-aventador-lp700-4-2012,2012,Lamborghini,Aventador LP700-4,2012 Lamborghini Aventador LP700-4,4085,43,AWD,S1,847,700,509,6498,,,335,Epic,380000,,"{""speed"":8.9,""handling"":7.1,""acceleration"":8.2,""launch"":7.4,""braking"":7.3,""offroad"":5}"
lamborghini-aventador-lp700-4-welcome-pack-2012,2012,Lamborghini,"Aventador LP700-4 ""Welcome Pack""","2012 Lamborghini Aventador LP700-4 ""Welcome Pack""",3472,43,AWD,S1,900,700,509,6498,,,335,Legendary,310000,,"{""speed"":8.7,""handling"":8.4,""acceleration"":9.8,""launch"":10,""braking"":10,""offroad"":""""}"
lamborghini-aventador-lp700-4-forza-edition-2012,2012,Lamborghini,Aventador LP700-4 Forza Edition,2012 Lamborghini Aventador LP700-4 Forza Edition,3472,43,AWD,S1,879,700,509,6498,,,405,FE,560000,Speed Skills,"{""speed"":8.3,""handling"":8.1,""acceleration"":9.9,""launch"":10,""braking"":8.1,""offroad"":""""}"
lamborghini-gallardo-lp-570-4-spyder-performante-2012,2012,Lamborghini,Gallardo LP 570-4 Spyder Performante,2012 Lamborghini Gallardo LP 570-4 Spyder Performante,3274,43,AWD,A,797,562,398,5204,,,345,Epic,280000,,"{""speed"":7.1,""handling"":6.8,""acceleration"":6.7,""launch"":6.3,""braking"":6.6,""offroad"":5.1}"
lamborghini-08-west-yokohama-gallardo-lp560-4-2011,2011,Lamborghini,#08 West Yokohama Gallardo LP560-4,2011 Lamborghini #08 West Yokohama Gallardo LP560-4,2624,,RWD,R3,759,552,398,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
lamborghini-gallardo-lp-570-4-superleggera-2011,2011,Lamborghini,Gallardo LP 570-4 Superleggera,2011 Lamborghini Gallardo LP 570-4 Superleggera,3470,43,AWD,S1,814,562,398,5204,,,295,Epic,280000,,"{""speed"":7.5,""handling"":7.1,""acceleration"":7.4,""launch"":6.9,""braking"":5.3,""offroad"":5}"
lamborghini-gallardo-lp570-4-superleggera-day-one-2011,2011,Lamborghini,Gallardo LP570-4 Superleggera (Day One),2011 Lamborghini Gallardo LP570-4 Superleggera (Day One),3267,,AWD,,,562,398,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
lamborghini-sesto-elemento-2011,2011,Lamborghini,Sesto Elemento,2011 Lamborghini Sesto Elemento,2202,43,AWD,S2,936,571,398,5204,,,295,Legendary,2500000,,"{""speed"":7.8,""handling"":10,""acceleration"":10,""launch"":10,""braking"":10,""offroad"":4.6}"
lamborghini-sesto-elemento-forza-edition-2011,2011,Lamborghini,Sesto Elemento Forza Edition,2011 Lamborghini Sesto Elemento Forza Edition,2039,43,AWD,S2,998,638,424,5204,,,,FE,2750000,Skills,"{""speed"":8.4,""handling"":10,""acceleration"":10,""launch"":10,""braking"":10,""offroad"":5.1}"
lamborghini-murcielago-lp-670-4-sv-2010,2010,Lamborghini,Murcielago LP 670-4 SV,2010 Lamborghini Murcielago LP 670-4 SV,3850,42,AWD,S1,818,661,487,6496,,,335,Epic,500000,,"{""speed"":7.8,""handling"":7.2,""acceleration"":5.2,""launch"":4.5,""braking"":6.9,""offroad"":5}"
lamborghini-reventon-roadster-2009,2009,Lamborghini,Reventon Roadster,2009 Lamborghini Reventon Roadster,3726,,AWD,S,681,661,487,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
lamborghini-reventon-2008,2008,Lamborghini,Reventon,2008 Lamborghini Reventon,4068,42,AWD,S1,817,641,486,6496,,,335,Legendary,1375000,,"{""speed"":7.8,""handling"":7,""acceleration"":5.2,""launch"":4.4,""braking"":7.1,""offroad"":5.1}"
lamborghini-reventon-forza-edition-2008,2008,Lamborghini,Reventon Forza Edition,2008 Lamborghini Reventon Forza Edition,4068,42,AWD,S1,847,641,486,6496,,,335,FE,1625000,Credits,"{""speed"":8.2,""handling"":7.7,""acceleration"":6.7,""launch"":8,""braking"":8.2,""offroad"":""""}"
lamborghini-gallardo-superleggera-2007,2007,Lamborghini,Gallardo Superleggera,2007 Lamborghini Gallardo Superleggera,3434,,AWD,S,675,523,376,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
lamborghini-murcielago-lp640-2007,2007,Lamborghini,Murcielago LP640,2007 Lamborghini Murcielago LP640,4068,,AWD,S,657,633,487,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
lamborghini-miura-concept-2006,2006,Lamborghini,Miura Concept,2006 Lamborghini Miura Concept,3286,,AWD,S,698,640,487,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
lamborghini-gallardo-2005,2005,Lamborghini,Gallardo,2005 Lamborghini Gallardo,3560,,AWD,S,625,500,376,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
lamborghini-murcielago-2005,2005,Lamborghini,Murcielago,2005 Lamborghini Murcielago,4034,,AWD,S,610,575,479,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
lamborghini-diablo-gtr-1999,1999,Lamborghini,Diablo GTR,1999 Lamborghini Diablo GTR,3086,40,RWD,S1,881,590,472,5992,,,325,Epic,1000000,,"{""speed"":7.8,""handling"":9,""acceleration"":6.8,""launch"":5.9,""braking"":7.8,""offroad"":4.1}"
lamborghini-diablo-sv-1997,1997,Lamborghini,Diablo SV,1997 Lamborghini Diablo SV,3474,41,RWD,A,763,530,446,5707,,,335,Epic,174000,,"{""speed"":7.7,""handling"":6.2,""acceleration"":5.2,""launch"":4.2,""braking"":4.9,""offroad"":4.6}"
lamborghini-countach-lp5000-qv-1988,1988,Lamborghini,Countach LP5000 QV,1988 Lamborghini Countach LP5000 QV,3284,41,RWD,A,735,455,369,5167,,,345,Epic,220000,,"{""speed"":6.8,""handling"":6.2,""acceleration"":4.7,""launch"":3.6,""braking"":4.3,""offroad"":4.8}"
lamborghini-countach-lp5000-qv-horizon-edition-1988,1988,Lamborghini,Countach LP5000 QV Horizon Edition,1988 Lamborghini Countach LP5000 QV Horizon Edition,3284,41,RWD,S1,836,455,369,5167,,,1,,,,"{""speed"":7.1,""handling"":7.8,""acceleration"":8.3,""launch"":8,""braking"":8,""offroad"":""""}"
lamborghini-jalpa-1988,1988,Lamborghini,Jalpa,1988 Lamborghini Jalpa,3329,44,RWD,D,348,255,231,3485,,,225,,,,"{""speed"":6,""handling"":4.5,""acceleration"":6.4,""launch"":7.2,""braking"":4.2,""offroad"":""""}"
lamborghini-lm-002-1986,1986,Lamborghini,LM 002,1986 Lamborghini LM 002,5952,50,AWD,C,562,450,369,5167,,,325,Epic,180000,,"{""speed"":5.3,""handling"":3.3,""acceleration"":2.9,""launch"":1.8,""braking"":3.2,""offroad"":8.7}"
lamborghini-espada-400-gt-1973,1973,Lamborghini,Espada 400 GT,1973 Lamborghini Espada 400 GT,3605,52,RWD,C,597,350,290,3930,,,215,Rare,110000,,"{""speed"":5.8,""handling"":4.7,""acceleration"":4.1,""launch"":3.1,""braking"":3,""offroad"":5.1}"
lamborghini-jarama-s-1972,1972,Lamborghini,Jarama S,1972 Lamborghini Jarama S,3389,53,RWD,C,,365,300,3929,,,215,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
lamborghini-miura-p400-1967,1967,Lamborghini,Miura P400,1967 Lamborghini Miura P400,2745,44,RWD,B,625,350,272,3939,,,205,Legendary,1000000,,"{""speed"":5.9,""handling"":4.9,""acceleration"":3.8,""launch"":2.7,""braking"":3.1,""offroad"":5.1}"
lancia-delta-hf-integrale-evo-1992,1992,Lancia,Delta HF Integrale EVO,1992 Lancia Delta HF Integrale EVO,2866,63,AWD,B,602,210,224,1995,,,205,Common,100000,,"{""speed"":4.9,""handling"":4.6,""acceleration"":4.5,""launch"":2.3,""braking"":3.6,""offroad"":6}"
lancia-delta-s4-1986,1986,Lancia,Delta S4,1986 Lancia Delta S4,2646,45,AWD,B,682,247,214,1759,,,205,Rare,1000000,,"{""speed"":5,""handling"":4.9,""acceleration"":5.5,""launch"":5.5,""braking"":3.7,""offroad"":7.6}"
